location,size,total_sqft,bath,balcony,price,bhk,price_per_sqft
Hennur Road,2 BHK,1385.0,2.0,1.0,101329.26829268293,2,7316192.656511404
Electronic City,2 BHK,1128.0,2.0,1.0,79268.29268292683,2,7027330.911606988
Marathahalli,2 Bedroom,1200.0,2.0,2.0,156097.56097560975,2,13008130.081300814
Akshaya Vana,4 Bedroom,1200.0,4.0,3.0,201219.51219512196,4,16768292.68292683
Rajaji Nagar,3 BHK,2390.0,3.0,2.0,506097.56097560975,3,21175630.166343503
Giri Nagar,4 Bedroom,2400.0,4.0,1.0,487804.8780487805,4,20325203.252032522
Haralur Road,3 BHK,1464.0,3.0,2.0,68292.68292682926,3,4664800.746368119
Manayata Tech Park,2 BHK,1200.0,2.0,2.0,67073.17073170732,2,5589430.894308943
Kaval Byrasandra,2 BHK,1200.0,2.0,2.0,63414.634146341465,2,5284552.845528455
Kaggalipura,3 BHK,1150.0,2.0,1.0,67073.17073170732,3,5832449.628844114
Basavanna Nagar,3 BHK,1645.0,3.0,2.0,115853.65853658537,3,7042775.5949292015
Sarjapur  Road,2 BHK,1000.0,2.0,1.0,81707.31707317074,2,8170731.707317074
Haralur Road,4 Bedroom,2650.0,4.0,2.0,241463.41463414635,4,9111826.967326278
6th Phase JP Nagar,2 BHK,1192.0,2.0,2.0,90243.90243902439,2,7570797.184481912
Ulsoor,3 BHK,2135.0,3.0,2.0,262195.1219512195,3,12280801.964928314
Whitefield,2 BHK,1173.0,2.0,1.0,70731.70731707317,2,6029983.573493024
Uttarahalli,2 BHK,1020.0,2.0,2.0,54878.04878048781,2,5380200.860832138
Thigalarapalya,4 BHK,3122.0,6.0,2.0,280487.8048780488,4,8984234.621334042
Somasundara Palya,3 BHK,1600.0,3.0,3.0,78048.78048780488,3,4878048.780487805
T.C PALYA,2 Bedroom,1200.0,2.0,0.0,96341.46341463414,2,8028455.284552844
Muneshwara Nagar,2 BHK,1230.0,2.0,3.0,58536.58536585366,2,4759071.980963713
 Devarachikkanahalli,2 BHK,1250.0,2.0,2.0,48780.48780487805,2,3902439.0243902444
Kalena Agrahara,2 BHK,1325.0,2.0,2.0,92682.9268292683,2,6994937.873907042
7th Phase JP Nagar,3 BHK,1850.0,3.0,1.0,182926.82926829267,3,9887936.717205008
Basaveshwara Nagar,2 BHK,1200.0,2.0,2.0,79268.29268292683,2,6605691.056910569
Bull Temple Road,3 Bedroom,1350.0,2.0,0.0,170731.70731707316,3,12646793.134598011
Bommasandra,3 BHK,1260.0,3.0,1.0,60195.12195121951,3,4777390.631049167
Prashanth Nagar,3 BHK,1800.0,3.0,0.0,182926.82926829267,3,10162601.62601626
Suragajakkanahalli,3 Bedroom,11.0,3.0,2.0,90243.90243902439,3,820399113.08204
Ardendale,2 BHK,1100.0,2.0,1.0,52743.90243902439,2,4794900.22172949
Harlur,2 BHK,1508.0,2.0,1.0,93902.43902439025,2,6226952.189946302
Sampigehalli,3 BHK,1592.0,3.0,2.0,91463.41463414633,3,5745189.361441352
Akshaya Nagar,2 BHK,1388.0,2.0,3.0,69512.19512195123,2,5008083.222042596
Electronic City Phase II,1 BHK,630.0,1.0,1.0,34573.170731707316,1,5487804.87804878
RMV,3 Bedroom,2000.0,3.0,2.0,445121.9512195122,3,22256097.560975607
Banashankari3rd stage bigbazar,3 BHK,1762.0,3.0,1.0,152439.0243902439,3,8651476.980150051
Bagalur Main Road,2 BHK,950.0,2.0,2.0,60975.60975609756,2,6418485.237483954
Kodihalli,4 BHK,3252.0,5.0,3.0,408536.5853658537,4,12562625.626256263
Magadi Road,2 BHK,1116.0,2.0,1.0,60975.60975609756,2,5463764.315062506
Narayanapura,2 BHK,1308.0,2.0,2.0,108585.36585365854,2,8301633.475050347
MS Pallya,3 BHK,1200.0,3.0,0.0,109756.09756097561,3,9146341.463414634
Binny Mills Employees Colony,4 Bedroom,1500.0,4.0,2.0,280487.8048780488,4,18699186.99186992
Bannerghatta Road,1 BHK,500.0,1.0,1.0,22560.975609756097,1,4512195.12195122
Hennur,2 BHK,1075.0,2.0,1.0,63414.634146341465,2,5899035.734543392
Chandapura,1 BHK,530.0,1.0,0.0,14219.512195121952,1,2682926.8292682925
Bellandur,2 BHK,1205.0,2.0,3.0,80487.80487804877,2,6679485.881995749
5th Phase JP Nagar,2 BHK,1075.0,2.0,2.0,73170.73170731707,2,6806579.693703913
KR Puram,2 BHK,930.0,2.0,2.0,47560.9756097561,2,5114083.398898505
Balagere,2 BHK,1380.0,2.0,1.0,73170.73170731707,2,5302226.935312831
Hebbal,4 BHK,2483.0,5.0,2.0,258536.58536585365,4,10412266.829071835
Kodigehaali,2 BHK,1166.0,2.0,2.0,67073.17073170732,2,5752416.014726185
Bannerghatta Road,2 BHK,1050.0,2.0,1.0,79268.29268292683,2,7549361.207897793
Gopalapura,3 BHK,2023.71,3.0,2.0,335365.85365853657,3,16571833.595650394
Begur Road,2 BHK,1200.0,2.0,2.0,57073.170731707316,2,4756097.560975609
Lakshminarayana Pura,3 BHK,1600.0,2.0,1.0,131707.31707317074,3,8231707.317073171
Billekahalli,3 BHK,1935.0,3.0,2.0,134146.34146341463,3,6932627.465809542
8th Phase JP Nagar,1 BHK,451.0,1.0,0.0,36463.41463414634,1,8085014.331296306
Electronic City,3 BHK,1800.0,3.0,2.0,115853.65853658537,3,6436314.363143631
Jalahalli,3 BHK,1400.0,3.0,0.0,93902.43902439025,3,6707317.073170732
Hegde Nagar,3 BHK,1801.0,3.0,2.0,140243.9024390244,3,7787001.801167374
Anekal,2 Bedroom,1200.0,1.0,1.0,43902.439024390245,2,3658536.585365854
Begur Road,2 BHK,1160.0,2.0,2.0,53658.53658536585,2,4625735.912531539
Kengeri,2 BHK,1000.0,2.0,1.0,30487.80487804878,2,3048780.487804878
Kanakpura Road,2 BHK,950.0,2.0,1.0,48780.48780487805,2,5134788.189987164
"Hoodi Circle, ",3 BHK,1629.0,3.0,2.0,96341.46341463414,3,5914147.539265447
Vijayanagar,3 BHK,1580.0,2.0,0.0,163414.63414634147,3,10342698.363692498
Vijayanagar,3 BHK,1826.0,3.0,2.0,147560.9756097561,3,8081104.907434617
7th Phase JP Nagar,2 BHK,1245.0,2.0,1.0,114634.14634146342,2,9207561.955137623
Raja Rajeshwari Nagar,2 BHK,1145.0,2.0,2.0,55841.46341463415,2,4876983.704334861
Sompura,2 BHK,825.0,2.0,1.0,40243.90243902439,2,4878048.780487805
Yeshwanthpur,3 BHK,1693.0,3.0,3.0,131707.31707317074,3,7779522.567818709
Electronics City Phase 1,2 BHK,1113.27,2.0,2.0,64634.14634146341,2,5805792.515873365
Ashirvad Colony,2 BHK,1460.0,2.0,1.0,70731.70731707317,2,4844637.487470766
Doddathoguru,2 BHK,1050.0,2.0,1.0,39024.39024390244,2,3716608.5946573755
Dodda Nekkundi,2 BHK,1260.0,2.0,2.0,67073.17073170732,2,5323267.51838947
Hosur Road,2 BHK,1656.0,2.0,1.0,146341.46341463414,2,8837044.892188052
Chandapura,3 BHK,1208.0,3.0,1.0,54878.04878048781,3,4542884.832821839
Whitefield,3 BHK,1910.0,3.0,2.0,196341.46341463414,3,10279657.770399693
Whitefield,4 BHK,3252.0,4.0,1.0,280487.8048780488,4,8625086.250862509
Battarahalli,2 Bedroom,1200.0,2.0,1.0,79268.29268292683,2,6605691.056910569
Gokula Extension,4 BHK,1200.0,4.0,1.0,213414.63414634147,4,17784552.845528457
7th Phase JP Nagar,2 BHK,1175.0,2.0,1.0,100000.0,2,8510638.29787234
Kamakshipalya,2 Bedroom,1000.0,2.0,0.0,201219.51219512196,2,20121951.219512194
Bannerghatta Road,4 Bedroom,1200.0,2.0,0.0,152439.0243902439,4,12703252.032520324
Rajaji Nagar,3 BHK,2390.0,3.0,2.0,500000.0,3,20920502.09205021
Rajaji Nagar,7 BHK,12000.0,6.0,3.0,2682926.8292682925,7,22357723.57723577
Sultan Palaya,2 Bedroom,550.0,1.0,1.0,75609.75609756098,2,13747228.381374722
Kengeri,2 BHK,750.0,2.0,1.0,46341.46341463415,2,6178861.788617887
Mahalakshmi Layout,6 Bedroom,1200.0,7.0,3.0,304878.0487804878,6,25406504.065040648
Kanakpura Road,3 BHK,1550.0,3.0,3.0,78658.53658536586,3,5074744.295830055
Amco Colony,3 BHK,1760.0,3.0,2.0,107317.0731707317,3,6097560.975609755
Billekahalli,2 BHK,1125.0,2.0,2.0,75609.75609756098,2,6720867.208672087
Nagarbhavi,3 Bedroom,1350.0,3.0,2.0,182926.82926829267,3,13550135.501355011
Anandapura,2 Bedroom,1000.0,2.0,1.0,67073.17073170732,2,6707317.073170732
Bommasandra Industrial Area,2 BHK,1090.0,2.0,2.0,38390.243902439026,2,3522040.724994406
TC Palaya,2 Bedroom,1200.0,2.0,0.0,73170.73170731707,2,6097560.975609755
Budigere,3 BHK,1991.0,4.0,2.0,125609.75609756098,3,6308877.754774534
Bommasandra,2 BHK,1060.0,2.0,1.0,32317.073170731706,2,3048780.487804878
Ambalipura,2 BHK,1105.0,2.0,1.0,91463.41463414633,2,8277232.093587903
Hoodi,2 BHK,985.0,2.0,2.0,81707.31707317074,2,8295159.093722917
Chandapura,6 Bedroom,1533.0,5.0,3.0,103658.53658536586,6,6761809.301067571
Balagere,3 BHK,1590.0,3.0,2.0,96341.46341463414,3,6059211.53551158
CV Raman Nagar,2 BHK,1120.0,2.0,2.0,67073.17073170732,2,5988675.958188153
Samethanahalli,2 BHK,1069.0,2.0,1.0,67073.17073170732,2,6274384.539916494
Marathahalli,3 BHK,1933.0,3.0,2.0,170731.70731707316,3,8832473.218679419
Hosur Road,2 BHK,1194.0,2.0,0.0,84146.34146341463,2,7047432.283368059
Brookefield,2 BHK,1150.0,2.0,3.0,84146.34146341463,2,7317073.1707317075
Yelenahalli,2 BHK,1240.0,2.0,2.0,57463.41463414634,2,4634146.341463414
Raja Rajeshwari Nagar,2 BHK,1419.0,2.0,2.0,58658.53658536585,2,4133793.9806459374
Suddaguntepalya,3 BHK,1450.0,3.0,2.0,67073.17073170732,3,4625735.912531539
Udayapur Village,3 BHK,1630.0,3.0,2.0,83280.48780487807,3,5109232.380667366
Dasanapura,2 BHK,708.0,1.0,1.0,48780.48780487805,2,6889899.407468651
Kasavanhalli,3 Bedroom,1000.0,4.0,3.0,134146.34146341463,3,13414634.146341464
Whitefield,4 Bedroom,11890.0,4.0,3.0,853658.5365853659,4,7179634.454040083
Bellandur,2 BHK,1250.0,2.0,1.0,92682.9268292683,2,7414634.1463414645
7th Phase JP Nagar,3 BHK,1400.0,2.0,1.0,115853.65853658537,3,8275261.324041812
Sarjapur  Road,3 BHK,1670.0,2.0,3.0,69512.19512195123,3,4162406.8935300135
Ardendale,3 BHK,1750.0,3.0,2.0,121951.21951219512,3,6968641.114982579
Vittasandra,2 BHK,1404.0,2.0,1.0,86585.36585365854,2,6167048.84997568
Hoodi,3 BHK,1715.0,2.0,2.0,115853.65853658537,3,6755315.366564744
Electronic City,1 BHK,630.0,1.0,1.0,42256.09756097561,1,6707317.073170733
Harlur,3 BHK,1752.12,3.0,2.0,164634.1463414634,3,9396282.5800438
Hulimavu,3 BHK,1650.0,3.0,2.0,95121.9512195122,3,5764966.740576496
Raja Rajeshwari Nagar,2 BHK,1295.0,2.0,1.0,67646.34146341463,2,5223655.711460589
Giri Nagar,3 Bedroom,1800.0,3.0,2.0,307317.0731707317,3,17073170.73170732
Sarjapur  Road,2 BHK,1346.0,2.0,1.0,90280.48780487805,2,6707317.073170732
Thippasandra,4 Bedroom,1200.0,4.0,2.0,243902.43902439025,4,20325203.252032522
Hormavu,2 BHK,1150.0,2.0,2.0,67073.17073170732,2,5832449.628844114
Chikkabidarakallu,4 Bedroom,3309.0,4.0,3.0,396341.46341463417,4,11977680.97354591
Chandapura,3 BHK,1190.0,2.0,2.0,37012.19512195122,3,3110268.4976429595
AECS Layout,3 BHK,1620.0,3.0,2.0,119512.19512195123,3,7377295.995182174
Marathahalli,2 BHK,950.0,2.0,1.0,57268.29268292683,2,6028241.33504493
1 Giri Nagar,11 BHK,5000.0,9.0,3.0,439024.39024390245,11,8780487.804878049
Harlur,3 BHK,2450.0,3.0,0.0,146341.46341463414,3,5973120.955699353
Electronic City Phase II,3 BHK,1220.0,2.0,1.0,42963.414634146335,3,3521591.363454618
Hoysalanagar,2 BHK,850.0,2.0,1.0,36585.365853658535,2,4304160.688665709
Padmanabhanagar,2 BHK,1020.0,2.0,2.0,76829.26829268293,2,7532281.205164993
Chikkalasandra,2 BHK,1100.0,2.0,2.0,60975.60975609756,2,5543237.250554324
Defence Colony,2 BHK,1150.0,2.0,2.0,153658.53658536586,2,13361611.876988336
Hebbal,3 BHK,1760.0,2.0,2.0,158536.58536585365,3,9007760.532150775
Ambalipura,3 BHK,1800.0,3.0,3.0,134146.34146341463,3,7452574.525745258
Akshaya Nagar,2 BHK,1070.0,2.0,1.0,65853.65853658537,2,6154547.52678368
2nd Stage Nagarbhavi,4 Bedroom,1500.0,4.0,2.0,268292.68292682926,4,17886178.86178862
Vidyaranyapura,2 Bedroom,1440.0,2.0,0.0,115853.65853658537,2,8045392.95392954
Amruthahalli,2 BHK,900.0,2.0,1.0,48780.48780487805,2,5420054.200542006
ITI Employees Layout,4 BHK,1200.0,4.0,1.0,280487.8048780488,4,23373983.739837397
Whitefield,2 BHK,1130.0,2.0,1.0,51414.634146341465,2,4549967.623570042
Koramangala,2 BHK,1320.0,2.0,1.0,201219.51219512196,2,15243902.43902439
Kodigehalli,2 BHK,1270.0,2.0,1.0,119512.19512195123,2,9410409.06472057
Patelappa Layout,2 BHK,1200.0,2.0,1.0,75609.75609756098,2,6300813.008130082
NS Palya,2 BHK,1200.0,2.0,1.0,90243.90243902439,2,7520325.203252032
Subramanyapura,2 BHK,929.0,2.0,0.0,61182.92682926829,2,6585890.939641367
RMV 2nd Stage,4 BHK,1150.0,4.0,2.0,317073.1707317073,4,27571580.06362672
Basavangudi,4 Bedroom,1125.0,4.0,3.0,219512.19512195123,4,19512195.12195122
Kenchenahalli,5 Bedroom,500.0,3.0,2.0,79268.29268292683,5,15853658.536585364
3rd Block Hrbr Layout,5 Bedroom,1200.0,5.0,2.0,231707.31707317074,5,19308943.089430895
KUDLU MAIN ROAD,3 BHK,1464.0,3.0,2.0,68292.68292682926,3,4664800.746368119
7th Phase JP Nagar,4 BHK,3600.0,4.0,3.0,487804.8780487805,4,13550135.501355015
Bank Avenue,4 Bedroom,2000.0,4.0,2.0,120731.70731707317,4,6036585.365853659
Chikkalasandra,2 BHK,1208.0,2.0,1.0,59756.09756097561,2,4946696.817961557
Hebbal Kempapura,2 BHK,1130.0,2.0,2.0,73170.73170731707,2,6475285.991797971
Surabhi Layout,3 BHK,1753.0,3.0,2.0,146341.46341463414,3,8348058.380754942
Old Madras Road,5 BHK,4500.0,7.0,3.0,410975.60975609755,5,9132791.327913279
Banjara Layout,3 Bedroom,600.0,3.0,2.0,70731.70731707317,3,11788617.886178862
Hoodi,2 BHK,1196.0,2.0,2.0,115146.34146341463,2,9627620.523696875
5th Phase JP Nagar,2 BHK,1150.0,3.0,3.0,64024.39024390244,2,5567338.282078473
Electronic City,2 BHK,1128.0,2.0,1.0,76829.26829268293,2,6811105.345096005
Omkar Nagar,2 BHK,1000.0,2.0,1.0,64634.14634146341,2,6463414.634146341
Yelahanka,2 BHK,1035.0,2.0,1.0,54878.04878048781,2,5302226.935312832
Kereguddadahalli,2 BHK,950.0,2.0,1.0,39024.39024390244,2,4107830.5519897304
Bisuvanahalli,3 BHK,1075.0,2.0,1.0,43902.439024390245,3,4083947.8162223487
Whitefield,2 BHK,1040.0,2.0,1.0,59146.34146341463,2,5687148.217636022
Maragondanahalli,2 Bedroom,720.0,2.0,1.0,54878.04878048781,2,7621951.219512195
Lingadheeranahalli,3 BHK,1511.0,3.0,1.0,115853.65853658537,3,7667350.002421268
Silk Board,3 BHK,1300.0,3.0,1.0,70731.70731707317,3,5440900.562851783
Hoodi,3 BHK,1545.0,3.0,1.0,83841.46341463414,3,5426631.936222275
Shampura,1 BHK,375.0,2.0,0.0,31707.317073170732,1,8455284.552845528
Vidyaranyapura,2 BHK,1062.0,2.0,3.0,46341.46341463415,2,4363602.9580634795
Kada Agrahara,2 BHK,1115.0,2.0,1.0,48780.48780487805,2,4374931.641693099
JP Nagar,2 BHK,1000.0,2.0,1.0,42682.92682926829,2,4268292.682926829
Kambipura,2 BHK,883.0,2.0,1.0,54878.04878048781,2,6214954.561776648
Sarjapur  Road,2 BHK,1195.0,2.0,1.0,85365.85365853658,2,7143586.080212266
BHEL Layout,4 Bedroom,1200.0,3.0,1.0,201219.51219512196,4,16768292.68292683
Medahalli,1 Bedroom,700.0,1.0,0.0,50000.0,1,7142857.142857143
Vittasandra,2 BHK,1246.0,2.0,1.0,81707.31707317074,2,6557569.588536978
8th Phase JP Nagar,4 Bedroom,660.0,4.0,2.0,109756.09756097561,4,16629711.751662971
Banashankari Stage III,4 Bedroom,8500.0,4.0,2.0,176829.26829268291,4,2080344.332855093
Kashi Nagar,4 BHK,1600.0,4.0,1.0,97560.9756097561,4,6097560.975609757
Haralur Road,4 BHK,2805.0,5.0,3.0,187804.8780487805,4,6695361.071257771
Sector 7 HSR Layout,4 Bedroom,3000.0,5.0,1.0,335365.85365853657,4,11178861.788617885
Hosur Road,3 BHK,1175.0,2.0,2.0,58536.58536585366,3,4981837.052413078
"Yemlur, Old Airport Road, ",3 BHK,1595.0,3.0,2.0,140243.9024390244,3,8792721.156051686
VHBCS Layout,2 BHK,1353.0,2.0,2.0,134146.34146341463,2,9914733.2936744
Electronic City,3 BHK,1599.0,3.0,2.0,152439.0243902439,3,9533397.397763846
Whitefield,2 BHK,1150.0,2.0,1.0,85365.85365853658,2,7423117.709437964
Jakkur,4 BHK,5230.0,6.0,1.0,567073.1707317074,4,10842699.249172226
KR Puram,2 BHK,1155.0,2.0,2.0,52121.95121951219,2,4512723.0493084155
Ittamadu,1 BHK,1200.0,2.0,0.0,103658.53658536586,1,8638211.382113822
Electronic City Phase II,2 BHK,1000.0,2.0,1.0,30487.80487804878,2,3048780.487804878
Rajiv Nagar,3 BHK,1867.0,3.0,1.0,195121.9512195122,3,10451095.405437183
Ramagondanahalli,2 BHK,1251.0,2.0,1.0,57317.07317073171,2,4581700.493263925
Gattahalli,2 BHK,1028.0,2.0,1.0,55487.80487804878,2,5397646.388915251
Arekere,2 BHK,1222.0,2.0,2.0,54878.04878048781,2,4490838.689074288
Bannerghatta Road,3 BHK,1170.0,2.0,1.0,80487.80487804877,3,6879299.5622263905
Hebbal,3 BHK,2400.0,4.0,1.0,298780.48780487804,3,12449186.991869919
Ramanjaneyanagar,3 BHK,1385.0,2.0,2.0,59121.95121951219,3,4268732.940036981
HSR Layout,2 BHK,1372.0,2.0,1.0,82926.82926829268,2,6044229.538505298
Magadi Road,3 BHK,1282.0,2.0,2.0,59756.09756097561,3,4661162.056238347
Mico Layout,9 BHK,5000.0,9.0,3.0,256097.56097560975,9,5121951.219512194
7th Block Jayanagar,5 Bedroom,3000.0,3.0,1.0,643902.4390243902,5,21463414.63414634
Kanakpura Road,2 BHK,1135.0,2.0,1.0,48451.219512195115,2,4268829.912968733
Whitefield,3 BHK,1768.0,3.0,2.0,123170.73170731707,3,6966670.3454364855
Byatarayanapura,3 BHK,1325.0,2.0,1.0,109756.09756097561,3,8283479.061205707
Electronic City,3 BHK,1599.0,3.0,2.0,120731.70731707317,3,7550450.739028966
Whitefield,3 Bedroom,1500.0,3.0,1.0,75548.78048780488,3,5036585.365853659
2nd Phase JP Nagar,3 Bedroom,2610.0,3.0,0.0,608536.5853658536,3,23315577.98336604
Uttarahalli,2 BHK,1286.0,2.0,2.0,76829.26829268293,2,5974282.137844707
Kammanahalli,5 BHK,2845.0,5.0,1.0,170731.70731707316,5,6001114.492691499
Hennur Road,2 BHK,1317.5,2.0,0.0,77768.29268292683,2,5902716.712176609
Hebbal,3 BHK,3450.0,5.0,2.0,317073.1707317073,3,9190526.687875574
Munnekollal,2 BHK,1102.0,2.0,2.0,65451.21951219512,2,5939312.115444203
Yelahanka,2 BHK,1350.0,2.0,2.0,65853.65853658537,2,4878048.780487805
Banashankari,3 BHK,1200.0,2.0,2.0,51219.51219512195,3,4268292.682926829
Hosa Road,6 Bedroom,1300.0,6.0,0.0,176829.26829268291,6,13602251.407129455
Herohalli,2 Bedroom,1800.0,1.0,1.0,97560.9756097561,2,5420054.200542006
Chikkabanavar,2 BHK,950.0,2.0,1.0,48780.48780487805,2,5134788.189987164
Kanakpura Road,1 BHK,525.0,1.0,1.0,33231.70731707317,1,6329849.012775842
Attibele,2 BHK,656.0,2.0,1.0,30487.80487804878,2,4647531.231409876
Marathahalli,4 Bedroom,1780.0,4.0,3.0,213414.63414634147,4,11989586.187996712
3rd Block Hrbr Layout,2 BHK,1056.0,2.0,1.0,97560.9756097561,2,9238728.750923874
Bannerghatta Road,1 BHK,595.0,1.0,1.0,40634.14634146341,1,6829268.292682926
Ittamadu,2 BHK,1080.0,2.0,2.0,60975.60975609756,2,5645889.792231256
7th Phase JP Nagar,3 BHK,2225.0,3.0,1.0,195121.9512195122,3,8769525.897506166
Bommasandra,2 BHK,1126.0,2.0,1.0,34329.26829268293,2,3048780.487804878
Electronics City Phase 1,3 BHK,1490.0,3.0,1.0,102439.0243902439,3,6875102.30807006
HRBR Layout,4 Bedroom,2000.0,4.0,1.0,365853.65853658534,4,18292682.926829267
Sarjapur  Road,3 BHK,1550.0,3.0,3.0,121951.21951219512,3,7867820.613690008
Ashwini layout,2 BHK,1160.0,2.0,1.0,67073.17073170732,2,5782169.890664424
Whitefield,4 Bedroom,4144.0,4.0,3.0,384146.34146341466,4,9269940.672379699
Sarjapur  Road,3 BHK,2100.0,3.0,2.0,152439.0243902439,3,7259001.161440185
Vittasandra,2 BHK,1404.0,2.0,1.0,84512.19512195123,2,6019387.116948093
Sarjapur  Road,4 Bedroom,2230.0,4.0,3.0,274390.243902439,4,12304495.242261838
Banashankari Stage III,3 BHK,1305.0,2.0,1.0,71585.36585365854,3,5485468.647789926
Marathahalli,2 BHK,1230.0,2.0,2.0,97560.9756097561,2,7931786.634939521
T.C PALYA,2 Bedroom,1200.0,2.0,0.0,79268.29268292683,2,6605691.056910569
Harlur,3 BHK,1460.0,3.0,1.0,89024.39024390244,3,6097560.975609756
Gottigere,2 BHK,967.0,2.0,3.0,54878.04878048781,2,5675082.603980125
Byatarayanapura,1 Bedroom,540.0,1.0,1.0,43902.439024390245,1,8130081.300813009
Hormavu,1 BHK,715.0,1.0,2.0,56097.560975609755,1,7845812.723861503
Whitefield,3 BHK,2500.0,3.0,2.0,381707.31707317074,3,15268292.682926828
Dooravani Nagar,3 BHK,1578.0,3.0,1.0,219512.19512195123,3,13910785.495687656
Mysore Road,2 BHK,1020.0,2.0,1.0,59695.12195121951,2,5852462.936394069
Jigani,2 BHK,1020.0,2.0,1.0,48780.48780487805,2,4782400.765184123
Koramangala,2 BHK,1253.0,2.0,1.0,124390.24390243902,2,9927393.767153952
JCR Layout,2 BHK,1180.0,2.0,2.0,51219.51219512195,2,4340636.62670525
Nehru Nagar,2 BHK,961.0,2.0,2.0,46341.46341463415,2,4822212.634197102
Kanakapura,3 BHK,1419.0,3.0,3.0,91463.41463414633,3,6445624.709946887
Harlur,3 BHK,1709.0,3.0,2.0,182926.82926829267,3,10703734.889894245
Papareddipalya,2 Bedroom,1600.0,2.0,0.0,140243.9024390244,2,8765243.902439024
Venkatapura,1 BHK,416.0,1.0,1.0,22560.975609756097,1,5423311.4446529085
Sanjay nagar,2 BHK,1100.0,2.0,2.0,119512.19512195123,2,10864745.011086475
HSR Layout,3 BHK,1430.0,2.0,1.0,79268.29268292683,3,5543237.250554323
Sneha Colony,2 BHK,1260.0,2.0,2.0,54878.04878048781,2,4355400.696864111
RMV Extension,3 BHK,1630.0,3.0,2.0,103658.53658536586,3,6359419.422415084
Sarjapur  Road,3 BHK,1249.0,3.0,2.0,54524.39024390244,3,4365443.574371692
Kalena Agrahara,3 BHK,1450.0,2.0,3.0,103658.53658536586,3,7148864.592094198
Konanakunte,3 BHK,2791.0,3.0,1.0,271951.2195121951,3,9743863.114016306
Hosapalya,1 BHK,600.0,1.0,0.0,109756.09756097561,1,18292682.926829267
Ashwini layout,1 BHK,834.0,1.0,1.0,73170.73170731707,1,8773469.029654324
Doddagubbi,3 Bedroom,1125.0,4.0,1.0,85365.85365853658,3,7588075.880758807
Arekere,3 BHK,2060.0,3.0,2.0,170731.70731707316,3,8287946.957139473
Malleshwaram,7 BHK,12000.0,7.0,3.0,2682926.8292682925,7,22357723.57723577
Gottigere,2 BHK,891.0,2.0,1.0,30487.80487804878,2,3421751.3892310644
Raja Rajeshwari Nagar,2 BHK,1133.0,2.0,1.0,59841.46341463415,2,5281682.560867975
Bisuvanahalli,3 BHK,1075.0,2.0,1.0,45121.95121951219,3,4197390.811117413
Sector 6 HSR Layout,4 BHK,3000.0,5.0,2.0,317073.1707317073,4,10569105.69105691
Brookefield,4 Bedroom,2440.0,5.0,2.0,518292.68292682926,4,21241503.398640543
Vidyaranyapura,2 BHK,1200.0,2.0,2.0,67073.17073170732,2,5589430.894308943
Thanisandra,2 BHK,1075.0,2.0,2.0,55853.65853658537,2,5195689.166193988
Kaggadasapura,2 BHK,1140.0,2.0,2.0,48780.48780487805,2,4278990.158322636
Margondanahalli,5 Bedroom,940.0,4.0,2.0,182926.82926829267,5,19460300.98598858
ITI Layout,6 Bedroom,2160.0,5.0,1.0,304878.0487804878,6,14114724.480578138
Raja Rajeshwari Nagar,2 BHK,1090.0,2.0,1.0,51219.51219512195,2,4699037.816066233
R.T. Nagar,4 Bedroom,1500.0,4.0,1.0,85365.85365853658,4,5691056.910569105
Whitefield,4 BHK,4104.0,4.0,2.0,439024.39024390245,4,10697475.39580659
Hebbal,3 BHK,1920.0,3.0,2.0,163414.63414634147,3,8511178.86178862
HRBR Layout,2 BHK,1374.0,2.0,2.0,115853.65853658537,2,8431852.87748074
Bannerghatta Road,3 BHK,1445.0,3.0,2.0,115853.65853658537,3,8017554.223985147
Kanakapura,1 BHK,711.0,1.0,1.0,43902.439024390245,1,6174745.291756716
Tumkur Road,3 BHK,1500.0,3.0,3.0,115853.65853658537,3,7723577.235772358
Whitefield,3 BHK,1720.0,3.0,3.0,121951.21951219512,3,7090187.180941577
Vasanthapura,3 BHK,1400.0,3.0,2.0,73170.73170731707,3,5226480.836236933
Kundalahalli,2 BHK,1030.0,2.0,2.0,59756.09756097561,2,5801562.869997632
Mysore Road,2 BHK,1200.0,2.0,1.0,103658.53658536586,2,8638211.382113822
Hosahalli,3 BHK,1375.0,3.0,2.0,85365.85365853658,3,6208425.720620842
Jalahalli,3 BHK,2250.0,3.0,2.0,195121.9512195122,3,8672086.72086721
